Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
1023485611195,,Cynergin Consultants,VILLA NURSERY,REEVES LANE,,Roydon,Essex,CM19 5LE,England,541558,208058,Rye House,Harlow West Grid 33kV,Harlow West Grid 11kV,11.0,Eastern Power Networks (EPN),Fossil - Gas,Steam-gas turbine (CCGT),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,,,2000-03-02,,,,,,,,,,,,,,2020-11-13,0.0493961922756904,51.7533348189668,"51.7533348189668, 0.0493961922756904",EPN-S0000000H7148,Fossil fuel
1050000543260,,Anglian Water,FRING WTW GT BIRCHAM RD,,,Kings Lynn,Norfolk,PE31 6SH,England,572751,333461,Walpole,Kings Lynn Grid  33kV,Snettisham Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel - Sewage gas,Engine (combustion / reciprocating),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2013-09-06,,,,,,,,,,,,,,2020-11-13,0.56519554927145,52.8708910797047,"52.8708910797047, 0.56519554927145",EPN-S0000000H6009,Biogas
1050001008636,,Solar Inc Ltd,LAWRENCE END PARK,LAWRENCE END PETERS GREEN,,Luton,Beds,LU2 8PF,England,514077,219305,Sundon,Luton South Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,10.0,,,,,,,,,,,,,No,Connected,10.0,10.0,10.526,0.1,0.105,2015-12-18,,,,,,,,,,,,,,2023-11-14,-0.344831607440072,51.8606795671748,"51.8606795671748, -0.344831607440072",EPN-S0000000D8057,Solar PV
Data not available,,York Green Renewables Ltd,GALLEY HILL FARM,HEMINGFORD GREY,,Eaton,Cambs,PE28 9HL,England,528993,269414,Eaton Socon,Huntingdon Grid 33kV,Godmanchester Primary 11kV,11.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2012-10-31,,,,,,,,,,,,,,2020-11-13,-0.109412200796743,52.307699678741,"52.307699678741, -0.109412200796743",EPN-S0000000H4085,Wind
1023502548398,,Eco-Kinetics,WADE INTERNATIONAL HALSTEAD,,,Braintree,Essex,CO9 2SX,England,582620,230301,Braintree,Braintree Local 33kV,Halstead Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2013-06-26,,,,,,,,,,,,,,2020-11-13,0.65540288662978,51.9412372173459,"51.9412372173459, 0.65540288662978",EPN-S0000000H3019,Solar PV
1050000553374,,Lark Energy,THE HANGER WESTON COLVILLE,,,CAMBRIDGE,Cambs,CB21 5NR,England,563455,250960,Burwell,Burwell Local Grid 33kV,Linton Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2013-10-04,,,,,,,,,,,,,,2020-11-13,0.386726672408374,52.1327697653218,"52.1327697653218, 0.386726672408374",EPN-S0000000H4069,Solar PV
1050001385106,,Anglian Water Services Ltd,HEIGHAM Water Treatment Works,,,Norwich,Norfolk,NR2 4DA,England,621523,309654,Norwich Main,Trowse Grid 33kV,St Stephens Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2013-10-14,,,,,,,,,,,,,,2022-06-16,1.27260173881043,52.6393825575088,"52.6393825575088, 1.27260173881043",EPN-S0000000H5071,Solar PV
1050000810937,,Lightsource Renewable Energy Ltd,LIGHT SOURCE GRID (MUNCEY PV SOLAR PARK),,,Whaddon,Herts,SG8 9NW,England,538060,242900,Wymondley,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,45.0,,,,,,,,,,,,,No,Connected,45.0,45.0,47.368,,,2015-03-16,,,,,,,,,,,,,,2023-11-14,0.0127036341283127,52.0672735441618,"52.0672735441618, 0.0127036341283127",,Solar PV
1050001099689,,UK Power Solutions,BLOCK E ENERGY CENTRE (G),WEST HENDON REGENERATION,,Mill Hill,London,NW9 7QA,England,521940,187980,Mill Hill,-,Colindale Grid 11kV,11.0,Eastern Power Networks (EPN),Fossil - Gas,Steam-gas turbine (CCGT),,,,1.2,,,,,,,,,,,,,No,Connected,1.2,1.2,1.263,,,2016-09-08,,,,,,,,,,,,,,2024-02-14,-0.241659587016927,51.577504956928,"51.577504956928, -0.241659587016927",EPN-S0000000F8073,Fossil fuel
1050001078651,,RES UK & Ireland Limited,TURNCOLE WIND FARM,,,SOUTHMINSTER,Essex,CM0 8NE,England,598484,196719,Rayleigh,Fleethall Grid 33kV,,33.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,18.4,,,,,,,,,,,,,No,Connected,18.4,18.4,19.368,,,2016-12-01,,,,,,,,,,,,,,2023-11-14,0.866701611592741,51.6342535524824,"51.6342535524824, 0.866701611592741",EPN-S0000000D7125,Wind
1050001036660,,Forenergy,FDG A-13 BIGGIN LANE RAMSEY SOLAR ICP (G),,,Ramsey,Cambs,PE26 1BB,England,527000,284900,Walpole,Peterborough Central 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,4.95,,,,,,,,,,,,,Yes,Connected,4.95,4.95,5.211,,,2016-03-30,,,,,,,,,,,,,,2020-12-14,-0.132766766827239,52.4473109120215,"52.4473109120215, -0.132766766827239",EPN-S0000000D6060,Solar PV
1050001036689,,The Abbey Group,FDG A-14 HONEYSOME ROAD,,,CHATTERIS,Cambs,PE16 6TG,England,538260,286260,Walpole,March Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,Yes,Connected,5.0,5.0,5.263,,,2016-03-24,,,,,,,,,,,,,,2023-11-14,0.0333654946231978,52.4567992423764,"52.4567992423764, 0.0333654946231978",EPN-S0000000D6065,Solar PV
1050001044651,,Forenergy,Horseley Fen AD Generation aka FDG A-15,Horseley Fen,Mepal,Ely,Cambs,CB6 2AZ,England,541858,283396,Walpole,March Grid 33kV,,33.0,Eastern Power Networks (EPN),Biofuel - Biogas from anaerobic digestion (excluding landfill & sewage),Engine (combustion / reciprocating),,,,10.0,,,,,,,,,,,,,No,Connected,10.0,10.0,10.526,,,2016-09-20,,,,,,,,,,,,,,2022-08-12,0.0850646964803958,52.4301472142012,"52.4301472142012, 0.0850646964803958",EPN-S0000000D6065,Biogas
1050000946034,,Island Green Power,FDG B-02 STONEHOUSE ROAD,,,Norwich,Norfolk,NR13 6EZ,England,629580,315210,Norwich Main,Thorpe Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2015-11-12,,,,,,,,,,,,,,2024-02-14,1.39532399687708,52.6858958682064,"52.6858958682064, 1.39532399687708",EPN-S0000000D5014,Solar PV
1050000914900,,Royal Haskoning DHV,BRITISH SUGAR,HOLLOW ROAD,,BURY ST EDMUNDS,Suffolk,IP32 7BB,England,586228,265295,Bramford,Bury Grid 33kV,,33.0,Eastern Power Networks (EPN),Biofuel biogas from anaerobic digestion (excluding landfill & sewage),Steam-gas turbine (CCGT),,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2016-01-01,,,,,,,,,,,,,,2020-12-14,0.726938113432402,52.2543034111467,"52.2543034111467, 0.726938113432402",EPN-S0000000D1012,Biogas
1050001021423,,Solarcentury Holdings Limited,FDG B-12 LAND NEAR PERCH LAKE,Bunns Hill,NORTH WALSHAM,Norwich,Norfolk,NR28 0JA,England,617800,324900,Norwich Main,Thorpe Grid 33kV,,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,3.85,,,,,,,,,,,,,Yes,Connected,3.85,3.85,4.053,,,2016-02-01,,,,,,,,,,,,,,2020-11-13,1.22776395922146,52.7777269552953,"52.7777269552953, 1.22776395922146",EPN-S0000000F5014,Solar PV
1050001028474,,Solarcentury Holdings Limited,FDG B-13 ROOKERY BUS PARK / SCHOOL LANE,SPOONER LANE SOLAR PARK,,WYMONDHAM,NORFOLK,NR18 9JN,England,609700,298400,Norwich Main,Sall Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,3.85,,,,,,,,,,,,,No,Connected,3.85,3.85,4.053,,,2016-02-06,,,,,,,,,,,,,,2020-11-13,1.09102395005281,52.5430531171621,"52.5430531171621, 1.09102395005281",EPN-S0000000D5023,Solar PV
Data not available,,Sun & Soil Solar Farms,Martells Quarry,Ardleigh,,Colchester,Essex,CO7 4JG,England,605210,202810,Bramford,Lawford Grid 33kV,Foxash Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.0,1.0,1.053,,,2016-02-01,2024-12-31,,,,,,,2024-09-13,0.967327495427575,51.6865344110403,"51.6865344110403, 0.967327495427575",EPN-S0000000H3028,Solar PV
1050000619184,,Thames Water Utilities,RYE MEADS STW,,,STANSTEAD ABBOTS,Herts,SG12 8JY,England,539260,210390,Rye House,Rye House Grid 33kV,Rye House Local Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel - Sewage gas,Engine (combustion / reciprocating),,,,1.6,,,,,,,,,,,,,No,Connected,1.6,1.6,1.684,,,2016-10-01,,,,,,,,,,,,,,2024-02-14,0.0170605647312939,51.7748644598419,"51.7748644598419, 0.0170605647312939",EPN-S0000000H7052,Biogas
1050001439417,,Plutus Powergen,"CLIFF QUAY, IPSWICH",IPSWICH,,Ipswich,Suffolk,IP3 0AT,England,629030,242310,Bramford,-,,132.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,40.0,,,,,,,,,,,,,No,Connected,40.0,40.0,42.105,0.52,0.547,2018-01-14,,,,,,,,,,,,,,2021-12-14,1.3374910858328,52.0318760798367,"52.0318760798367, 1.3374910858328",,Fossil fuel
1050001047263,,Haymaker Energy Ltd,DRAYTON MEAD FARM,,,AYLESBURY,Herts,HP22 5DY,England,487250,215250,Sundon,Aylesbury East Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,4.5,,,,,,,,,,,,,No,Connected,4.5,4.5,4.737,,,2016-03-30,,,,,,,,,,,,,,2024-02-14,-0.735304447620806,51.8290645070403,"51.8290645070403, -0.735304447620806",EPN-S0000000D8002,Solar PV
1050000961965,,LIGHTSOURCE RENEWABLE DEVELOPMENT LIMITED,BIRCH GRAVEL PIT BIRCH,,,COLCHESTER,Essex,CO2 0NU,England,593240,219840,Rayleigh,Abberton Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,6.15,,,,,,,,,,,,,No,Connected,6.15,6.15,6.474,,,2015-12-31,,,,,,,,,,,,,,2023-11-14,0.803854537059724,51.8437130383295,"51.8437130383295, 0.803854537059724",EPN-S0000000D3031,Solar PV
1050001036624,,Abbey Group Ltd,FDG A-16 BURY GREEN LANE FARM,FUNTHAMS LANE,,PETERBOROUGH,Cambs,PE7 2PB,England,524061,296956,Walpole,Peterborough Central 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,Yes,Connected,5.0,5.0,5.263,0.095,0.1,2016-03-30,,,,,,,,,,,,,,2023-11-14,-0.171496899069582,52.5563128709858,"52.5563128709858, -0.171496899069582",EPN-S0000000D6060,Solar PV
1050001915560,,Solar Inc Ltd,DOMINIC PETRE OF HUTTON BATTERY BANK,MOUNTNESSING,,Brentwood,Essex,CM13 1BZ,England,563080,195610,Warley,Shenfield Grid 33kV,,33.0,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,10.0,,,,,,,,,,,,,No,Connected,10.0,10.0,10.526,10.0,10.526,2019-11-26,,,,,,,,,,,,,,2020-11-13,0.355112687083005,51.6356610803274,"51.6356610803274, 0.355112687083005",EPN-S0000000D7114,Storage
1050001228885,,AMK,DEEPHAMS STW,,,Tottenham,Norfolk,N9 0BA,England,535710,193660,Tottenham,Palmers Grn Grid 33kV,Central Edmonton Primary 11kV,33.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,9.0,,,,,,,,,,,,,No,Connected,9.0,9.0,9.474,12.0,12.632,2018-06-01,,,,,,,,,,,,,,2021-12-14,-0.0408654002200286,51.6254019262225,"51.6254019262225, -0.0408654002200286",EPN-S0000000H7087,Fossil fuel
Data not available,,Colchester Borough,Batch 2 Application. 500 Properties,,,COLCHESTER,Essex,CO4 5WH,England,599904,226540,Bramford,Colchester Grid 33kV,Mersea Rd Primary 11kV,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.734,,,,,,,,,,,,,No,Connected,1.734,1.734,1.825,,,2017-03-21,,,,,,,,,,,,,,2024-07-12,0.904339810799886,51.9015306305228,"51.9015306305228, 0.904339810799886",EPN-S0000000H3074,Solar PV
Data not available,,Northumbrian Water TA Essex and Suffolk Water,LOWER HALL LANE,,,Chingford,LONDON,E4 8JQ,England,536499,192567,Tottenham,-,Tottenham Grid 11kV,11.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,2.27,,,,,,,,,,,,,No,Connected,2.27,2.27,2.389,,,2016-03-01,,,,,,,,,,,,,,2024-02-14,-0.0298998171022081,51.6153896178975,"51.6153896178975, -0.0298998171022081",EPN-S0000000F7021,Fossil fuel
1023477820860,,ANGLIAN WATER SERVICES LTD,WHITLINGHAM SEWAGE WORKS,WHITLINGHAM SEWAGE WORKS,"Whitlingham Lane, Kirby Bedon",Norwich,Norfolk,NR14 8TZ,England,627820,307620,Norwich Main,-,Thorpe Gd Local 11kV,11.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,1.75,,,,,,,,,,,,,No,Connected,1.75,1.75,1.842,,,2005-11-06,,,,,,,,,,,,,,2021-12-14,1.364095533484,52.6185242920676,"52.6185242920676, 1.364095533484",EPN-S0000000G5072,Fossil fuel
1030073340569,,ANGLIAN WATER SERVICES,BASILDON STW,,Courtauld Road,BASILDON,Essex,SS13 1DB,England,573560,190670,Rayleigh,Nevendon Grid 33kV,Chalvedon Primary 11kV,11.0,Eastern Power Networks (EPN),Fossil - Gas,Gas turbine (OCGT),,,,1.2,,,,,,,,,,,,,No,Connected,1.2,1.2,1.263,,,2011-03-15,,,,,,,,,,,,,,2020-11-13,0.503953826437458,51.5881535057707,"51.5881535057707, 0.503953826437458",EPN-S0000000H7141,Fossil fuel
1030081179657,,ADM PURA FOODS LTD,PURA FOODS UNILEVER BESTFOODS,London Road,,Purfleet,Essex,RM19 1SD,England,556780,177100,Warley,Purfleet Grid 33kV,Purfleet Primary 11kV T3 & T4,11.0,Eastern Power Networks (EPN),Fossil - Gas,Steam-gas turbine (CCGT),,,,5.2,,,,,,,,,,,,,No,Connected,5.2,5.2,5.474,,,1998-02-06,,,,,,,,,,,,,,2021-06-14,0.255911042361733,51.4711498937713,"51.4711498937713, 0.255911042361733",,Fossil fuel
1030077960112,,HALLWICK ENERGY,BUTTERMILK HALL FARM,,,BUNTINGFORD,Herts,SG9 9RH,England,534140,229270,Wymondley,Stevenage Grid 33kV,Cherry Grn Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel - Biogas from anaerobic digestion (excluding landfill & sewage),Steam-gas turbine (CCGT),,,,1.06,,,,,,,,,,,,,No,Connected,1.06,1.06,1.116,,,2012-05-01,,,,,,,,,,,,,,2024-11-14,-0.0497795240332517,51.9457640602526,"51.9457640602526, -0.0497795240332517",EPN-S0000000H7123,Biogas
1030040202855,,CAMGRAIN,CAMGRAIN,LONDON ROAD,,Cambridge,Cambs,CB21 4HH,England,556640,254370,Burwell,Burwell Local Grid 33kV,Linton Primary 11kV,11.0,Eastern Power Networks (EPN),Fossil - Gas,Steam-gas turbine (CCGT),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,,,2010-10-04,,,,,,,,,,,,,,2021-01-15,0.288815453153597,52.1653748995524,"52.1653748995524, 0.288815453153597",EPN-S0000000H4069,Fossil fuel
1023514116247,,VIRIDIS ENERGY (NORGEN) LIMITED,WARBOYS LANDFILL SITE,Puddock Road,,Huntingdon,Cambs,PE28 2TX,England,530980,281940,Eaton Socon,Huntingdon Grid 33kV,Bury Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel - Landfill gas,Engine (combustion / reciprocating),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,0.04,0.042,2005-03-22,,,,,,,,,,,,,,2024-11-14,-0.0754001177293259,52.4197768419882,"52.4197768419882, -0.0754001177293259",EPN-S0000000H6003,Biogas
1023498051205,,STUBBINS FOOD PARTNERSHIPS LIMITED,STUBBINS NURSERY,Oak Tree Road,,Fen Drayton,Cambs,CB4 5SS,England,533120,268600,Eaton Socon,Huntingdon Grid 33kV,St Ives Primary 11kV,11.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,4.5,,,,,,,,,,,,,No,Connected,4.5,4.5,4.737,0.25,0.263,1998-11-03,,,,,,,,,,,,,,2021-12-14,-0.0492382526879492,52.299401934437,"52.299401934437, -0.0492382526879492",EPN-S0000000H4046,Fossil fuel
1030056991471,,WHITTLESEY LTD,WHITTLESEY WIND TURBINE,FUNTHAMS LANE,,Walpole,Cambs,PE7 2PB,England,524040,296970,Walpole,Peterborough Central 33kV,Funthams Ln Primary 11kV,11.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,,,2008-08-20,,,,,,,,,,,,,,2021-01-15,-0.171801253980993,52.5564434461282,"52.5564434461282, -0.171801253980993",EPN-S0000000H6005,Wind
1030052384116,,VIRIDOR WASTE MANAGEMENT LIMITED,MASONS LANDFILL SITE,,,Ipswich,Suffolk,IP6 0NW,England,613500,250000,Bramford,Stowmarket Grid 33kV,Claydon Cement Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel - Landfill gas,Engine (combustion / reciprocating),,,,4.96,,,,,,,,,,,,,No,Connected,4.96,4.96,5.221,0.075,0.079,2009-04-10,,,,,,,,,,,,,,2024-11-14,1.11626863828653,52.1071026150137,"52.1071026150137, 1.11626863828653",EPN-S0000000H1059,Biogas
1023486048426,,ICELAND FOODS LIMITED,INNOVA PARK,,,Enfield,London,EN3 7JZ,England,536860,199570,Brimsdown (EPN),-,Waltham Park 11kV,11.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,,,1999-07-31,,,,,,,,,,,,,,2024-11-14,-0.0219518056029112,51.6782301822987,"51.6782301822987, -0.0219518056029112",EPN-S0000000F7022,Fossil fuel
1030075014507,,FUTURE BIO FUELS,SPRING FARM,,Fir Covert Road,Norwich,Norfolk,NR10 4DT,England,617120,315170,Norwich Main,Thorpe Grid 33kV,Horsford Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel other,Gas turbine (OCGT),,,,1.4,,,,,,,,,,,,,No,Connected,1.4,1.4,1.474,,,2011-08-19,,,,,,,,,,,,,,2021-12-14,1.21126940323335,52.690669804182,"52.690669804182, 1.21126940323335",EPN-S0000000H5006,Biogas
1023480673328,,VIRIDIS ENERGY (NORGEN) LIMITED,STATION FARM LANDFILL GENERATOR,Station Road,Buckden,St Neots,Cambs,PE19 5UH,England,521450,269170,Eaton Socon,Little Barford 33kV,Offord Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel - Landfill gas,Engine (combustion / reciprocating),,,,2.56,,,,,,,,,,,,,No,Connected,2.56,2.56,2.695,,,1999-11-04,,,,,,,,,,,,,,2024-11-14,-0.220077704453611,52.3072254625026,"52.3072254625026, -0.220077704453611",EPN-S0000000H4031,Biogas
1023464917632,,AUTORAMA UK LTD,C2 HALL ROAD,,,HEMEL HEMPSTEAD,Herts,HP2 7BH,England,507520,208390,Elstree,Piccotts End Grid 33kV,Hemel North Primary 11kV,11.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,,,2002-11-01,,,,,,,,,,,,,,2021-12-14,-0.44339370576548,51.7638799047818,"51.7638799047818, -0.44339370576548",EPN-S0000000H8052,Fossil fuel
1050000425404,,ANGLIAN WATER SERVICES LTD,MIDDLEBROOK WAY,HOLT ROAD,,Cromer,Norfolk,NR27 9JR,England,620620,341980,Norwich Main,Sall Grid 33kV,Cromer Primary 11kV,11.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,1.02,,,,,,,,,,,,,No,Connected,1.02,1.02,1.074,,,2002-02-15,,,,,,,,,,,,,,2021-12-14,1.28105076253692,52.9298708703688,"52.9298708703688, 1.28105076253692",EPN-S0000000H5064,Fossil fuel
1023514116707,,MARCH ENERGY LTD,MARCH LANDFILL SITE,,,March,Cambs,PE15 8QN,England,541030,298830,Walpole,March Grid 33kV,March Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel - Landfill gas,Engine (combustion / reciprocating),,,,1.006,,,,,,,,,,,,,No,Connected,1.006,1.006,1.059,,,2002-02-09,,,,,,,,,,,,,,2024-11-14,0.0794284899126351,52.5690206093549,"52.5690206093549, 0.0794284899126351",EPN-S0000000H6029,Biogas
1014572616929,,NATIONAL GRID GAS PLC,TRANSCO,,,Norwich,Norfolk,NR12 0JD,England,633030,334320,Norwich Main,Sall Grid 33kV,Knapton Primary 11kV,11.0,Eastern Power Networks (EPN),Fossil - Gas,Gas turbine (OCGT),,,,1.1,,,,,,,,,,,,,No,Connected,1.1,1.1,1.158,,,2000-01-06,,,,,,,,,,,,,,2021-01-15,1.45985123691425,52.855901676776,"52.855901676776, 1.45985123691425",EPN-S0000000H5034,Fossil fuel
1030075745217,,AASHMAN POWER LTD,WILBURTON MINGAY FARM,,Twenty Pence Road,Wilburton,Cambs,CB6 3RA,England,547420,274000,Burwell,Histon Grid 33kV,Aldreth Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,4.75,,,,,,,,,,,,,No,Connected,4.75,4.75,5.0,,,2011-07-14,,,,,,,,,,,,,,2020-11-13,0.162679687156684,52.3442665499646,"52.3442665499646, 0.162679687156684",EPN-S0000000H4016,Solar PV
1030046663789,,Anglian Water,CLOCKCASE ROAD,,,Kings Lynn,Norfolk,PE34 4BZ,England,560300,322250,Walpole,Kings Lynn Grid  33kV,Austin Street Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel landfill gas,Steam-gas turbine (CCGT),,,,2.168,,,,,,,,,,,,,No,Connected,2.168,2.168,2.282,,,2008-03-06,,,,,,,,,,,,,,2020-11-13,0.37488741662256,52.7740471616555,"52.7740471616555, 0.37488741662256",EPN-S0000000H6002,Biogas
1030011825682,,LONGHILL ENERGY LTD,LONGHILL WIND TURBINE,LONGHILL ROAD,,Walpole,Cambs,PE15 0BL,England,541440,299360,Walpole,March Grid 33kV,March Primary 11kV,11.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,,,2005-02-14,,,,,,,,,,,,,,2020-12-14,0.0856995448818254,52.5736757131996,"52.5736757131996, 0.0856995448818254",EPN-S0000000H6029,Wind
1030006718997,,Redacted,BEETLEY LANDFILL SITE,,Folly Lane,Beetley,Norfolk,NR20 4HU,England,595400,318900,Norwich Main,Sall Grid 33kV,East Dereham Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel - Landfill gas,Engine (combustion / reciprocating),,,,1.46,,,,,,,,,,,,,No,Connected,1.46,1.46,1.537,,,2004-10-27,,,,,,,,,,,,,,2024-11-14,0.892566223331651,52.732423322629,"52.732423322629, 0.892566223331651",EPN-S0000000H5016,Biogas
,1014569486620,Anglian Water,CAMBRIDGE STW Milton Pumping station,Cowley Road,,CAMBRIDGE,Cambs,CB4 0DN,England,547430,261600,Burwell,Arbury Grid 33kV,Arbury Grid 11kV,11.0,Eastern Power Networks (EPN),Fossil - Gas,Engine (combustion / reciprocating),,,,1.141,,,,,,,,,,,,,No,Connected,1.141,1.141,1.201,,,2011-03-09,,,,,,,,,,,,,,2023-05-16,0.157406358858215,52.2328640353018,"52.2328640353018, 0.157406358858215",EPN-S0000000H4001,Fossil fuel
1030024800447,,GLASS MOOR WINDFARM,GLASSMOOR WINDFARM,,Oilmills Road,Whittlesey,Cambs,PE7 2LT,England,528690,291200,Walpole,Peterborough Central 33kV,,33.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,16.6,,,,,,,,,,,,,No,Connected,16.6,16.6,17.474,,,2006-01-20,,,,,,,,,,,,,,2023-11-14,-0.105485002634972,52.5035217275117,"52.5035217275117, -0.105485002634972",EPN-S0000000D6060,Wind
1030020271056,,NON FOSSIL PURCHASING AGENCY,PITSEA LANDFILL,,,BASILDON,Essex,SS16 4UW,England,574050,185300,Tilbury,South Benfleet Grid 33kV,,33.0,Eastern Power Networks (EPN),Biofuel - Landfill gas,Engine (combustion / reciprocating),,,,21.0,,,,,,,,,,,,,No,Connected,21.0,21.0,22.105,,,2005-09-22,,,,,,,,,,,,,,2022-12-14,0.508362841109026,51.5397652126637,"51.5397652126637, 0.508362841109026",EPN-S0000000D7077,Biogas
1023545564903,,SCROBY SANDS GENERATION,SCROBY SANDS,Admiralty Road,,Great Yarmouth,Norfolk,NR30 3NS,England,652800,305850,Norwich Main,GT Yarmouth Grid 33kV,,33.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,76.0,,,,,,,,,,,,,No,Connected,76.0,76.0,80.0,,,2004-03-25,,,,,,,,,,,,,,2020-12-14,1.73095837704539,52.5916044490958,"52.5916044490958, 1.73095837704539",EPN-S0000000D5067,Wind
